title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Empire Turmoil,"Gate Ghosts, Book 10",['S. H. Jucha'],['Nicole Poole'],Gate Ghosts,Length: 13 hrs and 26 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,13 ratings,$24.95,,,[],https://www.audible.com/pd/Empire-Turmoil-Audiobook/B0CN9TF98M?qid=1702035786&sr=1-138&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Lockey vs the Apocalypse Omnibus,An Adrian's Undead Diary Novel collection,['Carl Meadows'],['Danielle Cohen'],Lockey vs the Apocalypse,Length: 33 hrs and 15 mins,Release date: 10-13-23,Language: English,5 out of 5 stars,13 ratings,$29.95,,,[],https://www.audible.com/pd/Lockey-vs-the-Apocalypse-Omnibus-Audiobook/B0CKZFVC7Z?qid=1702035786&sr=1-139&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Perfect Daily Affirmations for Black Women Bundle,"Empowering Practices for Black Women: Daily Affirmations for Self-Love, Confidence, and Self-Care",['Michelle Woods'],['Laketta Brazzle'],,Length: 4 hrs and 25 mins,Release date: 11-27-23,Language: English,5 out of 5 stars,13 ratings,$14.95,,,[],https://www.audible.com/pd/The-Perfect-Daily-Affirmations-for-Black-Women-Bundle-Audiobook/B0CNV1B54N?qid=1702035786&sr=1-140&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
First Time Father New Baby Survival Guide for Men: 2 Books in 1,New Dad Hacks from Pregnancy to the Babies Birth and First Year,['Rocky Hunter'],"['Masen Larsen', 'Zac Cash']",,Length: 7 hrs and 48 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,13 ratings,$19.95,,,[],https://www.audible.com/pd/First-Time-Father-New-Baby-Survival-Guide-for-Men-2-Books-in-1-Audiobook/B0CNJ5RDRM?qid=1702035786&sr=1-141&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Face in the Water,"Iron on Iron, Book 1",['Gregory Ashe'],['J.F. Harding'],Iron on Iron,Length: 9 hrs and 12 mins,Release date: 10-26-23,Language: English,5 out of 5 stars,22 ratings,$19.95,,,[],https://www.audible.com/pd/The-Face-in-the-Water-Audiobook/B0CLSVK2SR?qid=1702035786&sr=1-142&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hunting Game,,['Candice Fox'],"['Krysten Ritter', 'Anthony Mackie', 'Tony Goldwyn', 'L J. Ganser', 'Chris Ciulla', 'Marc Vietor', 'Piper Goodeve', 'Helen Laser', 'Khristine Hvam', 'Dina Pearlman', 'Elizabeth Evans', 'Gabriel Vaughan', 'Margaret Ying Drake', 'Brian Nishii', 'full cast']",,Length: 4 hrs and 31 mins,Release date: 11-09-23,Language: English,4.5 out of 5 stars,80 ratings,$10.73,,,[],https://www.audible.com/pd/Hunting-Game-Audiobook/B0CMJRG8FC?qid=1702035786&sr=1-143&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Glitter,"The Golden Wolf, Book 2",['Shannon Mayer'],['Amy Landon'],The Golden Wolf,Length: 8 hrs and 7 mins,Release date: 10-16-23,Language: English,4.5 out of 5 stars,33 ratings,$19.95,,,[],https://www.audible.com/pd/Glitter-Audiobook/B0CL54R8RW?qid=1702035786&sr=1-144&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Fixer,"The Villains Series, Book 1",['Lee Winter'],['Angela Dawe'],The Villains Series,Length: 9 hrs and 27 mins,Release date: 12-05-23,Language: English,5 out of 5 stars,24 ratings,$17.49,,,[],https://www.audible.com/pd/The-Fixer-Audiobook/B0CNQNVTWL?qid=1702035786&sr=1-145&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rivals for Love,,['Ali Vali'],['Lula Larkin'],,Length: 11 hrs and 30 mins,Release date: 10-13-23,Language: English,4.5 out of 5 stars,32 ratings,$24.95,,,[],https://www.audible.com/pd/Rivals-for-Love-Audiobook/B0CKZG21WN?qid=1702035786&sr=1-146&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Shadow of Glory,"A Reincarnation Progression Fantasy (Adelheid, Book 3)",['D.C. Haenlien'],"['Diana Richardson', 'Blaine Maddox']",Adelheid,Length: 11 hrs and 37 mins,Release date: 11-17-23,Language: English,4.5 out of 5 stars,63 ratings,$48.99,,,[],https://www.audible.com/pd/The-Shadow-of-Glory-Audiobook/B0CN7J9ZSR?qid=1702035786&sr=1-147&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Eternal Reign,"Age of Vampires, Book 1","['Caroline Peckham', 'Susanne Valenti']",['Michelle Sparks'],Age of Vampires,Length: 14 hrs and 47 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,30 ratings,$24.95,,,[],https://www.audible.com/pd/Eternal-Reign-Audiobook/B0CNTXQ9Y3?qid=1702035786&sr=1-148&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dungeon Cleaners Inc. 2,,['J. R. Saileri'],"['Adam Stubbs', 'Erin Bateman']",Dungeon Cleaners Inc.,Length: 15 hrs and 43 mins,Release date: 12-01-23,Language: English,4.5 out of 5 stars,30 ratings,$54.99,,,[],https://www.audible.com/pd/Dungeon-Cleaners-Inc-2-Audiobook/B0CNHFZZWZ?qid=1702035786&sr=1-149&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rebel Obsession,"Saint View Rebels, Book 2",['Elle Thorpe'],"['Troy Duran', 'Michelle Sparks', 'Gregory Salinas', 'Michael Gallagher']",Saint View Rebels,Length: 10 hrs and 28 mins,Release date: 10-27-23,Language: English,5 out of 5 stars,15 ratings,$24.95,,,[],https://www.audible.com/pd/Rebel-Obsession-Audiobook/B0CLYPM4H7?qid=1702035786&sr=1-150&ref_pageloadid=TGDi5u2AvY9lIYtJ&ref=a_search_c3_lProduct_3_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3SVY93RPZPX2E3KDSQ37&pageLoadId=m3f3KzGP3fWdshNZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Let's Do This,,['Loren Leigh'],"['Liam DiCosimo', 'Tim Paige']",,Length: 10 hrs and 34 mins,Release date: 11-21-23,Language: English,5 out of 5 stars,18 ratings,$24.95,,,[],https://www.audible.com/pd/Lets-Do-This-Audiobook/B0CNSL2SP7?qid=1702035817&sr=1-151&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Crowning Destiny,"The Fae Chronicles, Book 7",['Amelia Hutchins'],['Sarah Puckett'],The Fae Chronicles,Length: 10 hrs and 22 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/Crowning-Destiny-Audiobook/B0CM6WLJ2K?qid=1702035817&sr=1-152&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Seven Sins of Fitzwilliam Darcy,A Pride and Prejudice Variation,['Julie Cooper'],['Stevie Zimmerman'],Pride and Prejudice Variation,Length: 9 hrs and 45 mins,Release date: 10-18-23,Language: English,5 out of 5 stars,17 ratings,$19.95,,,[],https://www.audible.com/pd/The-Seven-Sins-of-Fitzwilliam-Darcy-Audiobook/B0CL85R7FY?qid=1702035817&sr=1-153&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Fault Against the Dead,"The First Quarto, Book 4",['Gregory Ashe'],['J.F. Harding'],The First Quarto,Length: 11 hrs and 26 mins,Release date: 10-16-23,Language: English,5 out of 5 stars,17 ratings,$24.95,,,[],https://www.audible.com/pd/A-Fault-Against-the-Dead-Audiobook/B0CL5LC3TV?qid=1702035817&sr=1-154&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unconditional,,['Q.B. Tyler'],"['Christian Fox', 'Addison Barnes']",,Length: 8 hrs and 59 mins,Release date: 11-06-23,Language: English,4.5 out of 5 stars,37 ratings,$19.95,,,[],https://www.audible.com/pd/Unconditional-Audiobook/B0CM4PDJYJ?qid=1702035817&sr=1-155&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Chasmfall,"The Weirkey Chronicles, Book 4",['Sarah Lin'],['Travis Baldree'],The Weirkey Chronicles,Length: 7 hrs and 40 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,24 ratings,$19.95,,,[],https://www.audible.com/pd/Chasmfall-Audiobook/B0CNKVXB79?qid=1702035817&sr=1-156&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fury,"Fury Brothers, Book 1",['Anna Hackett'],"['Aiden Snow', 'Erin Mallon']",Fury Brothers,Length: 5 hrs and 34 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,36 ratings,$19.95,,,[],https://www.audible.com/pd/Fury-Audiobook/B0CMV8335W?qid=1702035817&sr=1-157&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Make-Believe Match,"Cherry Tree Harbor, Book 3",['Melanie Harlow'],"['Robert Hatchet', 'CJ Bloom']",Cherry Tree Harbor,Length: 8 hrs and 46 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/Make-Believe-Match-Audiobook/B0CP9VM3YS?qid=1702035817&sr=1-158&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dirty Crazy Bad: The Complete Collection,Dirty Crazy Bad Duet,['Siobhan Davis'],"['Ramona Master', 'Michael Gallagher']",Dirty Crazy Bad Duet,Length: 31 hrs and 47 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,13 ratings,$29.95,,,[],https://www.audible.com/pd/Dirty-Crazy-Bad-The-Complete-Collection-Audiobook/B0CM3ZLVW5?qid=1702035817&sr=1-159&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Empire Turmoil,"Gate Ghosts, Book 10",['S. H. Jucha'],['Nicole Poole'],Gate Ghosts,Length: 13 hrs and 26 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,13 ratings,$24.95,,,[],https://www.audible.com/pd/Empire-Turmoil-Audiobook/B0CN9TF98M?qid=1702035817&sr=1-160&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Lockey vs the Apocalypse Omnibus,An Adrian's Undead Diary Novel collection,['Carl Meadows'],['Danielle Cohen'],Lockey vs the Apocalypse,Length: 33 hrs and 15 mins,Release date: 10-13-23,Language: English,5 out of 5 stars,13 ratings,$29.95,,,[],https://www.audible.com/pd/Lockey-vs-the-Apocalypse-Omnibus-Audiobook/B0CKZFVC7Z?qid=1702035817&sr=1-161&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Perfect Daily Affirmations for Black Women Bundle,"Empowering Practices for Black Women: Daily Affirmations for Self-Love, Confidence, and Self-Care",['Michelle Woods'],['Laketta Brazzle'],,Length: 4 hrs and 25 mins,Release date: 11-27-23,Language: English,5 out of 5 stars,13 ratings,$14.95,,,[],https://www.audible.com/pd/The-Perfect-Daily-Affirmations-for-Black-Women-Bundle-Audiobook/B0CNV1B54N?qid=1702035817&sr=1-162&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
First Time Father New Baby Survival Guide for Men: 2 Books in 1,New Dad Hacks from Pregnancy to the Babies Birth and First Year,['Rocky Hunter'],"['Masen Larsen', 'Zac Cash']",,Length: 7 hrs and 48 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,13 ratings,$19.95,,,[],https://www.audible.com/pd/First-Time-Father-New-Baby-Survival-Guide-for-Men-2-Books-in-1-Audiobook/B0CNJ5RDRM?qid=1702035817&sr=1-163&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Tasting Red,A Spicy Red Riding Hood Retelling,['Holly Roberds'],"['Maya Starling', 'Corvin King']",Lost Girls,Length: 9 hrs and 47 mins,Release date: 10-11-23,Language: English,5 out of 5 stars,22 ratings,$19.95,,,[],https://www.audible.com/pd/Tasting-Red-Audiobook/B0CKWFC9PC?qid=1702035817&sr=1-164&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Face in the Water,"Iron on Iron, Book 1",['Gregory Ashe'],['J.F. Harding'],Iron on Iron,Length: 9 hrs and 12 mins,Release date: 10-26-23,Language: English,5 out of 5 stars,22 ratings,$19.95,,,[],https://www.audible.com/pd/The-Face-in-the-Water-Audiobook/B0CLSVK2SR?qid=1702035817&sr=1-165&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hunting Game,,['Candice Fox'],"['Krysten Ritter', 'Anthony Mackie', 'Tony Goldwyn', 'L J. Ganser', 'Chris Ciulla', 'Marc Vietor', 'Piper Goodeve', 'Helen Laser', 'Khristine Hvam', 'Dina Pearlman', 'Elizabeth Evans', 'Gabriel Vaughan', 'Margaret Ying Drake', 'Brian Nishii', 'full cast']",,Length: 4 hrs and 31 mins,Release date: 11-09-23,Language: English,4.5 out of 5 stars,80 ratings,$10.73,,,[],https://www.audible.com/pd/Hunting-Game-Audiobook/B0CMJRG8FC?qid=1702035817&sr=1-166&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Glitter,"The Golden Wolf, Book 2",['Shannon Mayer'],['Amy Landon'],The Golden Wolf,Length: 8 hrs and 7 mins,Release date: 10-16-23,Language: English,4.5 out of 5 stars,33 ratings,$19.95,,,[],https://www.audible.com/pd/Glitter-Audiobook/B0CL54R8RW?qid=1702035817&sr=1-167&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Fixer,"The Villains Series, Book 1",['Lee Winter'],['Angela Dawe'],The Villains Series,Length: 9 hrs and 27 mins,Release date: 12-05-23,Language: English,5 out of 5 stars,24 ratings,$17.49,,,[],https://www.audible.com/pd/The-Fixer-Audiobook/B0CNQNVTWL?qid=1702035817&sr=1-168&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rivals for Love,,['Ali Vali'],['Lula Larkin'],,Length: 11 hrs and 30 mins,Release date: 10-13-23,Language: English,4.5 out of 5 stars,32 ratings,$24.95,,,[],https://www.audible.com/pd/Rivals-for-Love-Audiobook/B0CKZG21WN?qid=1702035817&sr=1-169&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Shadow of Glory,"A Reincarnation Progression Fantasy (Adelheid, Book 3)",['D.C. Haenlien'],"['Diana Richardson', 'Blaine Maddox']",Adelheid,Length: 11 hrs and 37 mins,Release date: 11-17-23,Language: English,4.5 out of 5 stars,63 ratings,$48.99,,,[],https://www.audible.com/pd/The-Shadow-of-Glory-Audiobook/B0CN7J9ZSR?qid=1702035817&sr=1-170&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Eternal Reign,"Age of Vampires, Book 1","['Caroline Peckham', 'Susanne Valenti']",['Michelle Sparks'],Age of Vampires,Length: 14 hrs and 47 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,30 ratings,$24.95,,,[],https://www.audible.com/pd/Eternal-Reign-Audiobook/B0CNTXQ9Y3?qid=1702035817&sr=1-171&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dungeon Cleaners Inc. 2,,['J. R. Saileri'],"['Adam Stubbs', 'Erin Bateman']",Dungeon Cleaners Inc.,Length: 15 hrs and 43 mins,Release date: 12-01-23,Language: English,4.5 out of 5 stars,30 ratings,$54.99,,,[],https://www.audible.com/pd/Dungeon-Cleaners-Inc-2-Audiobook/B0CNHFZZWZ?qid=1702035817&sr=1-172&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rebel Obsession,"Saint View Rebels, Book 2",['Elle Thorpe'],"['Troy Duran', 'Michelle Sparks', 'Gregory Salinas', 'Michael Gallagher']",Saint View Rebels,Length: 10 hrs and 28 mins,Release date: 10-27-23,Language: English,5 out of 5 stars,15 ratings,$24.95,,,[],https://www.audible.com/pd/Rebel-Obsession-Audiobook/B0CLYPM4H7?qid=1702035817&sr=1-173&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Don't Quit Your Daydream,,['Adrian J. Smith'],['Lori Prince'],,Length: 11 hrs and 43 mins,Release date: 11-08-23,Language: English,5 out of 5 stars,20 ratings,$24.95,,,[],https://www.audible.com/pd/Dont-Quit-Your-Daydream-Audiobook/B0CMYB4MV7?qid=1702035817&sr=1-174&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Kill Box,"Drop Trooper, Book 9",['Rick Partlow'],['James Patrick Cronin'],Drop Trooper,Length: 7 hrs and 7 mins,Release date: 11-13-23,Language: English,5 out of 5 stars,12 ratings,$19.95,,,[],https://www.audible.com/pd/Kill-Box-Audiobook/B0CN79LM67?qid=1702035817&sr=1-175&ref_pageloadid=m3f3KzGP3fWdshNZ&ref=a_search_c3_lProduct_4_25&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ87M5FKGS4M6NKEKV28&pageLoadId=IzqVWStEB12Jyaz1&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
